run,epoch,train_loss,train_acc,val_loss,val_acc
round2,39,0.0006,0.9995,0.0827,0.9873999999999999
round2,40,0.0006,0.9997,0.0839,0.9873999999999999
round2,41,0.0006,0.9995999999999999,0.0822,0.9873999999999999
round3_img224,1,0.6716,0.8953,0.088,0.9689
round3_img224,2,0.0918,0.971,0.0799,0.9739
round3_img224,3,0.0683,0.9764,0.0742,0.9728
round3_img224,4,0.0571,0.9776,0.0629,0.9745999999999999
round3_img224,5,0.0708,0.9763,0.0706,0.9775
round3_img224,6,0.0459,0.9809,0.0602,0.9751000000000001
round3_img224,7,0.0367,0.9822,0.0699,0.9723
round3_img224,8,0.0523,0.9804,0.0606,0.9781
round3_img224,9,0.0391,0.9818000000000001,0.0733,0.9758
round3_img224,10,0.046,0.9811,0.0744,0.9777
round3_img224,11,0.0195,0.9856,0.0645,0.9802
round3_img224,12,0.0156,0.9865999999999999,0.0703,0.9793000000000001
round3_img224,13,0.0141,0.9881,0.0715,0.9799
round3_img224,14,0.0229,0.9876,0.0565,0.9808
round3_img224,15,0.0164,0.9882,0.065,0.981
round3_img224,16,0.0116,0.9898,0.0795,0.9804999999999999
round3_img224,17,0.0131,0.9893000000000001,0.0756,0.98
round3_img224,18,0.0142,0.9894,0.0653,0.9804999999999999
round3_img224,19,0.009,0.9921,0.0698,0.9814
round3_img224,20,0.0067,0.9937999999999999,0.0697,0.9813
round3_img224,21,0.006,0.9941,0.0755,0.9814
round3_img224,22,0.0056,0.9942,0.0701,0.9813
round3_img224,23,0.0046,0.9954000000000001,0.076,0.9825
round3_img224,24,0.0034,0.9967,0.0717,0.9837
round3_img224,25,0.0032,0.9969,0.0743,0.9834999999999999
round3_img224,26,0.0031,0.9969,0.0801,0.9840000000000001
round3_img224,27,0.0022,0.998,0.0801,0.9840000000000001
round3_img224,28,0.0019,0.9984000000000001,0.0804,0.9841
round3_img224,29,0.0018,0.9984000000000001,0.0823,0.9841
round3_img224,30,0.0017,0.9984999999999999,0.0814,0.9843000000000001
round3_img224,31,0.0015,0.9987999999999999,0.0836,0.9847
round3_img224,32,0.0014,0.9987999999999999,0.0803,0.9840000000000001
round3_img224,33,0.0011,0.9992,0.085,0.9848
round3_img224,34,0.0012,0.9992,0.0835,0.985
round3_img224,35,0.0011,0.9993000000000001,0.0827,0.9849
round3_img224,36,0.001,0.9993000000000001,0.086,0.9854
round3_img224,37,0.0011,0.9993000000000001,0.0843,0.9845
round3_img224,38,0.001,0.9994,0.0851,0.9845999999999999
round3_img224,39,0.0009,0.9995999999999999,0.0886,0.9845
round3_img224,40,0.0009,0.9995999999999999,0.0852,0.9848
round3_img224,41,0.0009,0.9995999999999999,0.0838,0.9845999999999999
round3_img224,42,0.0009,0.9995,0.0841,0.9842
round3_img224,43,0.0009,0.9995999999999999,0.0843,0.985
round3_img224,44,0.0008,0.9995999999999999,0.0865,0.9851000000000001
round3_img224,45,0.0008,0.9995999999999999,0.0837,0.9848
round3_img224,46,0.0009,0.9995999999999999,0.085,0.9845
img128,1,0.5236379477910397,0.9078633052336486,0.12971091962118417,0.9718098547062539
img128,2,0.09793066895258791,0.9728347778019071,0.09376710912005769,0.9539639924194567
img128,3,0.08180763266158686,0.9754802282194539,0.059734288845893296,0.9745735944409349
img128,4,0.07926209277098274,0.9766450160898663,0.06967617872799041,0.9737049905243209
img128,5,0.05292838036374899,0.9788363966596253,0.06708875072430913,0.9759159823120657
img128,6,0.04604382891204406,0.9811857145677453,0.05688920207474513,0.9774952621604548
img128,7,0.03402392185443655,0.9818174639211893,0.0828814251298988,0.9769425142135186
img128,8,0.08336428411683007,0.9775728979527373,0.07502629240266885,0.9778111181301327
img128,9,0.035139460173068626,0.9805737073815963,0.0853940276217393,0.9742577384712571
img128,10,0.030907360259784536,0.9826861192821748,0.06508460259441325,0.975442198357549
img128,11,0.018539684881456783,0.9871083647562829,0.04919374627096466,0.9802590018951358
img128,12,0.015323695700455133,0.9883521212958759,0.07319409673065747,0.9804169298799748
img128,13,0.013767203238996738,0.9878388249462026,0.07445502918812734,0.9808907138344914
img128,14,0.017634584587329007,0.98821392612481,0.0780633836520149,0.980811749842072
img128,15,0.022040584933468683,0.9879572779499733,0.06768706225351469,0.9815224257738471
img128,16,0.01110309061344867,0.9914318993939155,0.059119939701111325,0.9807327858496525
img128,17,0.008557630523710308,0.992458492093262,0.06096702235810532,0.9820751737207833
img128,18,0.00703990616652432,0.9927348824353938,0.06568719413476312,0.982706885660139
img128,19,0.006439695355095525,0.9938009594693306,0.06819393859184471,0.9820751737207833
img128,20,0.004840013884225327,0.994669614830316,0.0717346274704867,0.9840492735312697
img128,21,0.0042476193846210444,0.995913371369909,0.0718763691520232,0.9839703095388502
img128,22,0.004031509966477064,0.9957159496969578,0.07497948081281995,0.9838123815540114
img128,23,0.0037373952307259766,0.996703058061714,0.07679467997675399,0.9838913455464309
img128,24,0.00258108660736153,0.9974532604189288,0.07442951814280402,0.9836544535691725
img128,25,0.002126154256764108,0.997966556768602,0.07833025451167708,0.9832596336070751
img128,26,0.0019100433094196216,0.9982034627761436,0.07709533680869267,0.9849968414403032
img128,27,0.0018046752630983644,0.9981442362742582,0.08157305084657282,0.9837334175615919
img128,28,0.0014081650686035352,0.9987759856277022,0.07966975681075851,0.9845230574857865
img128,29,0.0013271029207739635,0.998914180798768,0.08463665234975075,0.9836544535691725
img128,30,0.0011217214647386395,0.9990326338025388,0.07873026060736844,0.984602021478206
img128,31,0.0009946135400186354,0.9992300554754902,0.08127840048004917,0.9843651295009476
img128,32,0.0009713990672264687,0.9991905711408998,0.08020184736811974,0.984444093493367
img128,33,0.0009445850176078496,0.999210313308195,0.08293391158287998,0.9848389134554643
img128,34,0.0009174177670998192,0.9993879928138512,0.0801717725522633,0.9842861655085281
img128,35,0.0008713995390795077,0.9993090241446706,0.08142161560150418,0.9846809854706254
img128,36,0.0007336962906706366,0.9995064458176218,0.08237076532807833,0.984444093493367
img64_nomp,1,0.49095356245783883,0.9114761218486566,0.10524642209033247,0.968177511054959
img64_nomp,2,0.08204371488718974,0.9727558091327266,0.15872769698387745,0.972678458622868
img64_nomp,3,0.06547819309035373,0.9757763607288809,0.09383512657862439,0.974415666456096
img64_nomp,4,0.06512699623573383,0.9775531557854421,0.06313443848289399,0.9763897662665825
img64_nomp,5,0.04441205531489833,0.9803368013740549,0.06652612306913737,0.9772583701831965
img64_nomp,6,0.04428575500185047,0.9809290663929087,0.06719400833250315,0.9746525584333544
img64_nomp,7,0.08362751732909031,0.9770596016030639,0.06833115277763084,0.9774952621604548
img64_nomp,8,0.0403456456390106,0.9823505024381577,0.05104467479072304,0.9778111181301327
img64_nomp,9,0.028806234320544525,0.9842260083311946,0.08042675288713942,0.9723626026531902
img64_nomp,10,0.026336659470292612,0.9844826565060313,0.06688592515855256,0.9793903979785218
img64_nomp,11,0.0651608264429296,0.9787376858231497,0.06162488921028045,0.9767845862286797
img64_nomp,12,0.03425079791493846,0.9823899867727479,0.08893518917282545,0.9781269740998105
img64_nomp,13,0.023077588752479495,0.9871873334254635,0.07114491387252164,0.9804958938723942
img64_nomp,14,0.013049338025905514,0.9887272224744833,0.07686942333730074,0.9797852179406191
img64_nomp,15,0.011457564357525289,0.9896748465046493,0.0781963289563363,0.9803379658875553
img64_nomp,16,0.012209788858550988,0.9894181983298126,0.0976514597968704,0.9810486418193304
img64_nomp,17,0.009874918351697765,0.991668805401457,0.09011836013983937,0.9811276058117498
img64_nomp,18,0.007776244674845877,0.9929520462756402,0.09319477586894098,0.9829437776373974
img64_nomp,19,0.006934965763348649,0.9932679209523622,0.08363148210753364,0.9824699936828806
img64_nomp,20,0.0067461760788107925,0.9932284366177719,0.10110760309551625,0.9828648136449779
img64_nomp,21,0.004190219295609991,0.9958541448680236,0.09339119144325848,0.982706885660139
img64_nomp,22,0.003873571635469691,0.9960515665409748,0.09680581894461265,0.9827858496525584
img64_nomp,23,0.0038256894920667755,0.9960910508755652,0.09662465682793647,0.9839703095388502
img64_nomp,24,0.003217507057765621,0.9964464098868774,0.10350072653550388,0.9825489576753
img64_nomp,25,0.002216571251380509,0.9978481037648314,0.1078842234914779,0.9838123815540114
img64_nomp,26,0.001855244384497575,0.998124494106963,0.09783962704379445,0.983575489576753
img64_nomp,27,0.001963588110738048,0.9980257832704874,0.10247516156324318,0.9837334175615919
img64_nomp,28,0.0017879094971754563,0.9984995952855704,0.1005251816706291,0.9842072015161086
img64_nomp,29,0.001179907830476742,0.9991116024717194,0.09994158152247366,0.9843651295009476
img64_nomp,30,0.001174876848904894,0.9989734073006534,0.10299545546386622,0.9845230574857865
img64_nomp,31,0.0011304695569994481,0.9992300554754902,0.10787104104198042,0.9838913455464309
img64_nomp,32,0.0011948320373292775,0.9988746964641778,0.10434037103099436,0.9842861655085281
img64_nomp,33,0.0008806985655371476,0.9994274771484414,0.1109374054952544,0.9839703095388502
img64_nomp,34,0.0008932942753451032,0.9993485084792608,0.10215213294601437,0.9842861655085281
img64_nomp,35,0.0009316724763266393,0.9994472193157364,0.10477334233729205,0.9845230574857865
img64_nomp,36,0.0007854248668063336,0.9995064458176218,0.11159794951665868,0.9838913455464309
img64_nomp,37,0.0007026497446761392,0.9994867036503268,0.0999402077308185,0.9843651295009476
img64_nomp,38,0.0007440746759139166,0.9995854144868024,0.11178774572565292,0.9842072015161086
img64_nomp,39,0.0006884920168812816,0.9996248988213926,0.10433430961013367,0.9845230574857865
img64_nomp,40,0.0006912292995394002,0.9996051566540974,0.11049508113510548,0.984602021478206
img64_nomp,41,0.0007030484248113653,0.9996248988213926,0.10430508532241367,0.9842861655085281
img64_nomp,42,0.0007169343477811469,0.9996051566540974,0.10331088354924034,0.9842072015161086
img64_nomp,43,0.0006008794126602071,0.9997038674905732,0.11286994039801357,0.9841282375236892
img64_nomp,44,0.0006911821863174525,0.9996446409886878,0.11316972834106538,0.9845230574857865
img64_nomp,45,0.0006192492439386298,0.999684125323278,0.11243881726984524,0.984444093493367
img64_nomp,46,0.0006387249420158421,0.9996248988213926,0.10696592090205355,0.9842861655085281
img64_nomp,47,0.0006173877156397059,0.999684125323278,0.11142005736843258,0.9843651295009476
img64_nomp,48,0.0005924186458893624,0.999684125323278,0.10591626245403665,0.984444093493367
img64_nomp,49,0.0005667936016338485,0.9997236096578682,0.11298800505005373,0.984444093493367
img64_nomp,50,0.0005869252868940363,0.9997433518251634,0.11312428198515122,0.9843651295009476
img96,1,0.5333496132098853,0.9039543561092137,0.1153727198781615,0.9688092229943146
img96,2,0.08828472385813266,0.9725781296270705,0.08050631254210579,0.9715729627289956
img96,3,0.08514272076291775,0.9749471897024855,0.10852773795656935,0.9628869235628553
img96,4,0.06840941408205768,0.9762501727439639,0.07460955109428426,0.9706253948199621
img96,5,0.08635232169528002,0.9750064162043709,0.06653895386614639,0.9786007580543272
img96,6,0.04621776939335049,0.9806724182180719,0.06564743823084905,0.968177511054959
img96,7,0.03752562181681343,0.9807513868872525,0.10918720408855477,0.9758370183196462
img96,8,0.049706607522716925,0.9796458255187255,0.09480698529814342,0.9684933670246367
img96,9,0.053648981944372114,0.9784612954810179,0.08140328700149742,0.9778900821225521
img96,10,0.050982096575840255,0.9788166544923301,0.1360803964868837,0.9769425142135186
img96,11,0.02522260567786012,0.9857461552129193,0.06325173064874663,0.9785217940619078
img96,12,0.02128868431508167,0.9863976467336584,0.07399959732558475,0.9800221099178774
img96,13,0.01702957908190626,0.9868122322468561,0.0862394453688099,0.9795483259633607
img96,14,0.01967338152561834,0.9872070755927586,0.07568556001184112,0.980811749842072
img96,15,0.016040276300859982,0.9878190827789075,0.1290847279717605,0.9775742261528743
img96,16,0.010575946627979666,0.9903263380253884,0.09972816201700356,0.9825489576753
img96,17,0.009218683219667656,0.9914318993939155,0.10115130932300793,0.982706885660139
img96,18,0.007909092565559966,0.9926361715989181,0.11107763698597373,0.9823910296904611
img96,19,0.008488767139840432,0.9923597812567864,0.11386175837833434,0.9821541377132028
img96,20,0.0062649869902786735,0.9947090991649064,0.11067205458984421,0.9815224257738471
img96,21,0.004511993127564002,0.9954198171875308,0.11222351902592845,0.9820751737207833
img96,22,0.003845695792320343,0.9962095038793358,0.11600651585430193,0.9827858496525584
img96,23,0.005790480879784239,0.9959725978717944,0.11863557648265292,0.9823910296904611
img96,24,0.002774256443591745,0.9975717134226996,0.11961891735630373,0.9827858496525584
img96,25,0.002341620869812705,0.9977691350956508,0.12110966120138009,0.9834175615919141
img96,26,0.0022986346312432997,0.9977099085937654,0.12421696652301872,0.9829437776373974
img96,27,0.0021651271452062036,0.9980652676050776,0.12393659926950784,0.9834175615919141
img96,28,0.0016658986537412134,0.9984798531182754,0.11530978636118093,0.9832596336070751
img96,29,0.0015829756182874275,0.9986180482893412,0.12038893236728075,0.9838123815540114
img96,30,0.00151564279461338,0.9987957277949974,0.11735366804161385,0.9840492735312697
img96,31,0.0014552437386546352,0.9987957277949974,0.12089311157155816,0.9834965255843335
img96,32,0.0011044032712148196,0.9992497976427852,0.12465616349877426,0.9834175615919141
img96,33,0.0011040196437589298,0.9992300554754902,0.12055030519278638,0.9836544535691725
img96,34,0.0010295125927098185,0.9992300554754902,0.12860260848775956,0.9836544535691725
img96,35,0.0010663671029411635,0.9991313446390144,0.132848695334461,0.9838123815540114
img96,36,0.0009603739647376863,0.9993090241446706,0.12739074379278648,0.983575489576753
img96,37,0.0009197806206834179,0.9992695398100804,0.12088999918263782,0.9838913455464309
img96,38,0.0009186319237580227,0.9993287663119658,0.12258572869907794,0.9837334175615919
img96,39,0.0008957320886368351,0.9993485084792608,0.12478427857892868,0.9836544535691725
img96,40,0.0008728385547613589,0.9994077349811462,0.12083392078938866,0.9837334175615919
img96_nomp,1,0.548743484337165,0.9094031942826684,0.10078507915346159,0.9660454832596336
img96_nomp,2,0.0975972581643028,0.9727360669654315,0.08018499986042804,0.9731522425773848
img96_nomp,3,0.05480361113682239,0.9787969123250351,0.14263123772906686,0.9627289955780164
img96_nomp,4,0.08582746700120318,0.9755789390559295,0.07849169428098118,0.9776531901452937
img96_nomp,5,0.06602060230245409,0.9793694351765937,0.06874407991305972,0.9768635502210992
img96_nomp,6,0.03993225703515686,0.9808500977237281,0.06768078789481836,0.9790745420088439
img96_nomp,7,0.035472353324740934,0.9811659724004501,0.07311031877150233,0.977337334175616
img96_nomp,8,0.040912968270019674,0.9811857145677453,0.058922038022887355,0.9768635502210992
img96_nomp,9,0.02744916959555768,0.9840285866582433,0.06850691803324159,0.9774952621604548
img96_nomp,10,0.025572503102746925,0.9841272974947189,0.0696613981942364,0.9783638660770688
img96_nomp,11,0.02917855502620123,0.9833376108029139,0.10940683076412162,0.9723626026531902
img96_nomp,12,0.06042306551829126,0.9816397844155331,0.06922875218225097,0.9748894504106128
img96_nomp,13,0.0265458133339916,0.9849564685211143,0.05518208686532829,0.9793903979785218
img96_nomp,14,0.01892290642556165,0.9864371310682487,0.05895408128495234,0.9797852179406191
img96_nomp,15,0.012574198537457951,0.9890430971512053,0.08099331907078981,0.9824699936828806
img96_nomp,16,0.012754687111590451,0.9889049019801394,0.0697937663539455,0.9801010739102969
img96_nomp,17,0.01068771969474972,0.9896748465046493,0.06809890166418468,0.9822331017056223
img96_nomp,18,0.00784336328863653,0.992458492093262,0.06645555022237892,0.9838123815540114
img96_nomp,19,0.006808497318831881,0.9932284366177719,0.06945646832092381,0.982706885660139
img96_nomp,20,0.007903479740788397,0.9934653426253134,0.09270417560393907,0.9821541377132028
img96_nomp,21,0.006784930019770253,0.9933863739561329,0.06883978403324492,0.9840492735312697
img96_nomp,22,0.004842693431231909,0.9953605906856454,0.07839411966371258,0.9838913455464309
img96_nomp,23,0.00405790773224035,0.9961107930428602,0.07963748642541392,0.9837334175615919
img96_nomp,24,0.003308538232188151,0.9969202219019604,0.08315145939539231,0.9838913455464309
img96_nomp,25,0.005063999436051653,0.9967228002290092,0.07185432964529401,0.9826279216677195
img96_nomp,26,0.0024714486928978014,0.997808619430241,0.0753490400603194,0.9848389134554643
img96_nomp,27,0.0022162782091743223,0.9981442362742582,0.07915207477978556,0.9843651295009476
img96_nomp,28,0.002076791009066522,0.9981442362742582,0.08073675969344457,0.9842861655085281
img96_nomp,29,0.001863165169904985,0.998440368783685,0.08312886294256852,0.9845230574857865
img96_nomp,30,0.0016619699938772358,0.9988746964641778,0.08017825493382157,0.9851547694251421
img96_nomp,31,0.0013683623854174381,0.9988746964641778,0.0819333066050089,0.984444093493367
img96_nomp,32,0.0014898092041965522,0.9988746964641778,0.08432685484318297,0.9845230574857865
img96_nomp,33,0.0013222606050678426,0.9989931494679486,0.0866055091608341,0.9842861655085281
img96_nomp,34,0.00122891968511234,0.9991116024717194,0.08310303370725329,0.984602021478206
img96_nomp,35,0.0010545522812786987,0.9992695398100804,0.08338093834554272,0.9845230574857865
img96_nomp,36,0.0011661751204240253,0.9992300554754902,0.08452043822443088,0.9853126974099811
img96_nomp,37,0.0009771661743522573,0.999368250646556,0.08456316129770423,0.9853126974099811
img96_nomp,38,0.0009957082518557206,0.9993485084792608,0.08548577746369854,0.9849968414403032
img96_nomp,39,0.0009606818356119082,0.9995064458176218,0.08438039337644766,0.9847599494630449
img96_nomp,40,0.0009632681097935696,0.9992892819773754,0.08475890526978853,0.9850758054327227
img96_nomp,41,0.000863610076696131,0.9996248988213926,0.08410455246031243,0.9848389134554643
img96_nomp,42,0.0008314933577022396,0.9995854144868024,0.08555844379361129,0.9847599494630449
img96_nomp,43,0.0008724062199597929,0.9996051566540974,0.08489440641631407,0.9848389134554643
img96_nomp,44,0.0008813963030560343,0.9995459301522122,0.08340931229058972,0.9847599494630449
img96_nomp,45,0.0008707068201799458,0.9996051566540974,0.08406554727943413,0.9849968414403032
img96_nomp,46,0.0008716829462641864,0.9995854144868024,0.08456148987949351,0.9850758054327227
img96_nomp_s1,1,0.5848577429135942,0.9014076165281425,0.12854214564831268,0.9702305748578648
img96_nomp_s1,2,0.10044574376367352,0.9707223659013287,0.0783890895192709,0.9647820593809223
img96_nomp_s1,3,0.05976402628672958,0.9778098039602787,0.05963679679641218,0.9774162981680353
img96_nomp_s1,4,0.059717299446647026,0.9786784593212643,0.09252533702781857,0.9755211623499684
img96_nomp_s1,5,0.059574997350350115,0.9785797484847887,0.07297299781136891,0.97528427037271
img96_nomp_s1,6,0.048337163753464175,0.9798037628570865,0.08508465756401137,0.977179406190777
img96_nomp_s1,7,0.038997379612857284,0.9817384952520087,0.06889601756355283,0.9789166140240051
img96_nomp_s1,8,0.020679443966667287,0.9860422877223461,0.06566583416912695,0.9801800379027164
img96_nomp_s1,9,0.017125677909893736,0.9875032081021855,0.07929572307550574,0.9807327858496525
img96_nomp_s1,10,0.01516770096262035,0.9877598562770221,0.07438665936581057,0.9796272899557802
img96_nomp_s1,11,0.01351360046053264,0.9883521212958759,0.074291182831406,0.9808907138344914
img96_nomp_s1,12,0.01112711044932972,0.9912542198882593,0.06780343835807706,0.9828648136449779
img96_nomp_s1,13,0.008355728316919248,0.9925374607624425,0.06363220787163226,0.9815224257738471
img96_nomp_s1,14,0.0066398091302188635,0.993406116123428,0.07260950395588721,0.9812065698041693
img96_nomp_s1,15,0.006158403144416463,0.9937614751347403,0.08112673755812182,0.9800221099178774
img96_nomp_s1,16,0.0044933317169878395,0.9954593015221211,0.07679391169560147,0.9825489576753
img96_nomp_s1,17,0.003694822279180928,0.9959923400390895,0.0754214788203447,0.9834175615919141
img96_nomp_s1,18,0.0036092569501701604,0.9964464098868774,0.07843312990952093,0.9842861655085281
img96_nomp_s1,19,0.00339434282276018,0.9966043472252384,0.07922636668114467,0.9831017056222363
img96_nomp_s1,20,0.002205371718023665,0.998124494106963,0.0804046946542818,0.9834965255843335
img96_nomp_s1,21,0.002199214082940322,0.9980060411031924,0.08702252625649139,0.9845230574857865
img96_nomp_s1,22,0.0017189681102811874,0.9984601109509802,0.08256871161246075,0.9849178774478837
img96_nomp_s1,23,0.0017076945235873948,0.9985588217874558,0.08338234207247186,0.9838913455464309
img96_nomp_s1,24,0.0013240899642176264,0.999072118137129,0.0809559123428717,0.984602021478206
img96_nomp_s1,25,0.0012885871659120607,0.9990918603044242,0.08444987868308383,0.9845230574857865
img96_nomp_s1,26,0.0010760353095681028,0.9991116024717194,0.08433873761030995,0.9842861655085281
img96_nomp_s1,27,0.0011758944178423421,0.9992892819773754,0.0828237353502614,0.984444093493367
img96_nomp_s1,28,0.0009649194647349162,0.9994472193157364,0.0847935559567938,0.984602021478206
img96_nomp_s1,29,0.0008981502548954038,0.9995064458176218,0.08392588749239906,0.9848389134554643
img96_nomp_s1,30,0.0009222763495963959,0.9995064458176218,0.08367298128359835,0.9845230574857865
img96_nomp_s1,31,0.0009149838347873425,0.9994077349811462,0.08406031563941779,0.9842861655085281
img96_nomp_s1,32,0.0008425669539891797,0.9996248988213926,0.08546136111980365,0.984602021478206
img96_nomp_s2,1,0.5748011493806097,0.8989003612816615,0.1161823069648535,0.9667561591914087
img96_nomp_s2,2,0.09794027928493428,0.9710382405780507,0.09750010583766106,0.9737839545167404
img96_nomp_s2,3,0.06973724269585665,0.9755394547213393,0.07179939506970572,0.9740998104864181
img96_nomp_s2,4,0.055469893303292925,0.9780861943024105,0.07573374609975615,0.9788376500315856
img96_nomp_s2,5,0.04369164602901561,0.9804552543778255,0.05756642695838548,0.9759159823120657
img96_nomp_s2,6,0.05412230984898134,0.9792312400055279,0.1272728516781383,0.9709412507896399
img96_nomp_s2,7,0.05073937958822529,0.9792904665074131,0.06983894966848458,0.9768635502210992
img96_nomp_s2,8,0.034791783860213164,0.9821333385979113,0.07502417421295317,0.9778900821225521
img96_nomp_s2,9,0.0497837081857877,0.9800801531992183,0.10226111941161857,0.9639924194567278
img96_nomp_s2,10,0.02507403361504648,0.9844036878368507,0.0627287220988291,0.9774162981680353
img96_nomp_s2,11,0.02144964251989461,0.9865753262393145,0.06693389149711378,0.980811749842072
img96_nomp_s2,12,0.016038195040230428,0.987582176771366,0.06700221611412638,0.980811749842072
img96_nomp_s2,13,0.014184399225720854,0.9880757309537441,0.07162780239396127,0.9774952621604548
img96_nomp_s2,14,0.013046861608679385,0.9902473693562079,0.07744852089437167,0.9803379658875553
img96_nomp_s2,15,0.008605761472691402,0.9907606657058812,0.08248187618852226,0.981680353758686
img96_nomp_s2,16,0.00846387989778775,0.9920044222454741,0.07948943860927359,0.9809696778269109
img96_nomp_s2,17,0.00822797533914531,0.9919254535762936,0.08062329778124078,0.9808907138344914
img96_nomp_s2,18,0.006059252044180558,0.9939194124731013,0.08288314435085707,0.9811276058117498
img96_nomp_s2,19,0.004512613546724268,0.9953211063510552,0.08496508182434634,0.9830227416298168
img96_nomp_s2,20,0.003944833656836029,0.9956172388604821,0.08619301377650411,0.9825489576753
img96_nomp_s2,21,0.00434174175024229,0.9956172388604821,0.08780420014113359,0.9830227416298168
img96_nomp_s2,22,0.0030674848241522504,0.99684125323278,0.08896778986029794,0.9836544535691725
img96_nomp_s2,23,0.002678893565138828,0.9970781592403214,0.08937701999721784,0.9831806696146557
img96_nomp_s2,24,0.002368072861689584,0.9975717134226996,0.0882531424936638,0.9843651295009476
img96_nomp_s2,25,0.0022473151967561636,0.9978283615975362,0.09020867744178336,0.9838913455464309
img96_nomp_s2,26,0.0018830805558830645,0.9983219157799144,0.0907956058803797,0.9839703095388502
img96_nomp_s2,27,0.0016759067976002398,0.9986970169585218,0.09081431539086013,0.9840492735312697
img96_nomp_s2,28,0.0016627844769563944,0.998736501293112,0.09218830104671522,0.9837334175615919
img96_nomp_s2,29,0.0015166999390368635,0.9988352121295876,0.09269698388438562,0.9839703095388502
img96_nomp_s2,30,0.0014138507124266883,0.9990326338025388,0.09407892388227276,0.9841282375236892
img96_nomp_s2,31,0.0012301330131014416,0.9988549542968828,0.09316688676390737,0.9839703095388502
img96_nomp_s2,32,0.0013051944192601227,0.9990128916352438,0.0931570347734904,0.9840492735312697
img96_nomp_s2,33,0.001257666702524993,0.9990326338025388,0.09365661786825806,0.9841282375236892
img96_nomp_s2,34,0.0011170486162551572,0.9993090241446706,0.09747946964206575,0.9845230574857865
img96_nomp_s2,35,0.001106853888575073,0.9992695398100804,0.0928205468839536,0.9842861655085281
img96_nomp_s2,36,0.0009723031433241711,0.9994274771484414,0.09319963729913897,0.9838913455464309
