filename,predicted_class,confidence(%)
176\synth_176_angsana_formal.png,176,99.32862520217896
176\synth_176_cordia_classic.png,176,99.771249294281
176\synth_176_leelawadee_bold.png,176,98.14113974571228
176\synth_176_leelawadee_modern.png,176,99.86735582351685
176\synth_176_tahoma_slant.png,176,99.9523401260376
176\synth_176_tahoma_std.png,176,99.94887113571167
177\synth_177_angsana_formal.png,171,90.24825692176819
177\synth_177_cordia_classic.png,171,50.308072566986084
177\synth_177_leelawadee_bold.png,171,80.85404634475708
177\synth_177_leelawadee_modern.png,171,99.6557354927063
177\synth_177_tahoma_slant.png,171,61.88165545463562
177\synth_177_tahoma_std.png,171,96.3088870048523
178\synth_178_angsana_formal.png,178,99.94173049926758
178\synth_178_cordia_classic.png,178,99.97509121894836
178\synth_178_leelawadee_bold.png,178,96.67297601699829
178\synth_178_leelawadee_modern.png,178,99.85320568084717
178\synth_178_tahoma_slant.png,178,92.56577491760254
178\synth_178_tahoma_std.png,178,98.51463437080383
179\synth_179_angsana_formal.png,179,99.9677062034607
179\synth_179_cordia_classic.png,179,99.93563294410706
179\synth_179_leelawadee_bold.png,179,93.68194937705994
179\synth_179_leelawadee_modern.png,179,96.81751132011414
179\synth_179_tahoma_slant.png,179,99.90298748016357
179\synth_179_tahoma_std.png,179,99.68380928039551
180\synth_180_angsana_formal.png,180,99.98553991317749
180\synth_180_cordia_classic.png,180,99.79131817817688
180\synth_180_leelawadee_bold.png,180,99.02937412261963
180\synth_180_leelawadee_modern.png,180,99.66830611228943
180\synth_180_tahoma_slant.png,180,99.91963505744934
180\synth_180_tahoma_std.png,180,99.87418055534363
181\synth_181_angsana_formal.png,181,98.39656352996826
181\synth_181_cordia_classic.png,181,99.34119582176208
181\synth_181_leelawadee_bold.png,181,96.69358134269714
181\synth_181_leelawadee_modern.png,181,97.65161871910095
181\synth_181_tahoma_slant.png,181,97.77978658676147
181\synth_181_tahoma_std.png,181,81.51196241378784
182\synth_182_angsana_formal.png,182,99.71134662628174
182\synth_182_cordia_classic.png,182,99.00130033493042
182\synth_182_leelawadee_bold.png,192,32.74392485618591
182\synth_182_leelawadee_modern.png,192,35.995885729789734
182\synth_182_tahoma_slant.png,182,91.58506989479065
182\synth_182_tahoma_std.png,182,97.37290143966675
183\synth_183_angsana_formal.png,183,98.69233965873718
183\synth_183_cordia_classic.png,183,99.77179765701294
183\synth_183_leelawadee_bold.png,183,99.84444975852966
183\synth_183_leelawadee_modern.png,203,41.210758686065674
183\synth_183_tahoma_slant.png,183,97.57616519927979
183\synth_183_tahoma_std.png,183,99.87037181854248
184\synth_184_angsana_formal.png,184,98.49772453308105
184\synth_184_cordia_classic.png,184,96.882164478302
184\synth_184_leelawadee_bold.png,195,28.254204988479614
184\synth_184_leelawadee_modern.png,246,47.3872035741806
184\synth_184_tahoma_slant.png,184,98.55173230171204
184\synth_184_tahoma_std.png,184,99.76951479911804
185\synth_185_angsana_formal.png,185,99.71945881843567
185\synth_185_cordia_classic.png,185,99.81715679168701
185\synth_185_leelawadee_bold.png,185,98.96135926246643
185\synth_185_leelawadee_modern.png,185,99.97653365135193
185\synth_185_tahoma_slant.png,185,98.3121931552887
185\synth_185_tahoma_std.png,185,99.95843768119812
186\synth_186_angsana_formal.png,186,99.80448484420776
186\synth_186_cordia_classic.png,186,99.71745014190674
186\synth_186_leelawadee_bold.png,185,66.1318302154541
186\synth_186_leelawadee_modern.png,186,99.98522996902466
186\synth_186_tahoma_slant.png,186,97.44831323623657
186\synth_186_tahoma_std.png,186,98.15598726272583
187\synth_187_angsana_formal.png,187,99.9890923500061
187\synth_187_cordia_classic.png,187,99.8722791671753
187\synth_187_leelawadee_bold.png,187,62.74611949920654
187\synth_187_leelawadee_modern.png,187,99.94598031044006
187\synth_187_tahoma_slant.png,187,99.65859651565552
187\synth_187_tahoma_std.png,187,99.99803304672241
188\synth_188_angsana_formal.png,188,99.6060848236084
188\synth_188_cordia_classic.png,188,99.98468160629272
188\synth_188_leelawadee_bold.png,188,94.44312453269958
188\synth_188_leelawadee_modern.png,188,99.99474287033081
188\synth_188_tahoma_slant.png,188,99.93627667427063
188\synth_188_tahoma_std.png,188,99.9980092048645
189\synth_189_angsana_formal.png,189,99.99380111694336
189\synth_189_cordia_classic.png,189,99.99229907989502
189\synth_189_leelawadee_bold.png,189,99.1289496421814
189\synth_189_leelawadee_modern.png,189,99.99220371246338
189\synth_189_tahoma_slant.png,189,99.99692440032959
189\synth_189_tahoma_std.png,189,99.9998927116394
190\synth_190_angsana_formal.png,190,99.76021647453308
190\synth_190_cordia_classic.png,190,99.92106556892395
190\synth_190_leelawadee_bold.png,190,99.51618313789368
190\synth_190_leelawadee_modern.png,190,99.97904896736145
190\synth_190_tahoma_slant.png,190,99.55291152000427
190\synth_190_tahoma_std.png,190,99.93533492088318
191\synth_191_angsana_formal.png,191,99.99716281890869
191\synth_191_cordia_classic.png,191,99.99909400939941
191\synth_191_leelawadee_bold.png,191,99.58334565162659
191\synth_191_leelawadee_modern.png,191,99.98830556869507
191\synth_191_tahoma_slant.png,191,99.87157583236694
191\synth_191_tahoma_std.png,191,99.9956727027893
192\synth_192_angsana_formal.png,192,99.99532699584961
192\synth_192_cordia_classic.png,192,99.93261098861694
192\synth_192_leelawadee_bold.png,192,98.43778014183044
192\synth_192_leelawadee_modern.png,192,99.96654987335205
192\synth_192_tahoma_slant.png,192,97.39763736724854
192\synth_192_tahoma_std.png,192,99.63021278381348
193\synth_193_angsana_formal.png,193,99.33512806892395
193\synth_193_cordia_classic.png,193,98.96553754806519
193\synth_193_leelawadee_bold.png,193,92.36863255500793
193\synth_193_leelawadee_modern.png,193,99.89655017852783
193\synth_193_tahoma_slant.png,193,98.956960439682
193\synth_193_tahoma_std.png,193,89.37628865242004
194\synth_194_angsana_formal.png,194,99.80255365371704
194\synth_194_cordia_classic.png,194,99.86336827278137
194\synth_194_leelawadee_bold.png,194,99.36627149581909
194\synth_194_leelawadee_modern.png,194,99.93952512741089
194\synth_194_tahoma_slant.png,194,96.84639573097229
194\synth_194_tahoma_std.png,194,98.92593622207642
195\synth_195_angsana_formal.png,195,98.9260196685791
195\synth_195_cordia_classic.png,195,97.51571416854858
195\synth_195_leelawadee_bold.png,195,99.59017634391785
195\synth_195_leelawadee_modern.png,195,93.17070841789246
195\synth_195_tahoma_slant.png,195,99.70749616622925
195\synth_195_tahoma_std.png,195,99.59124326705933
196\synth_196_angsana_formal.png,196,98.10475707054138
196\synth_196_cordia_classic.png,196,99.96815919876099
196\synth_196_leelawadee_bold.png,196,94.22175288200378
196\synth_196_leelawadee_modern.png,196,98.84971380233765
196\synth_196_tahoma_slant.png,196,99.25569891929626
196\synth_196_tahoma_std.png,196,99.52996373176575
197\synth_197_angsana_formal.png,202,59.43952202796936
197\synth_197_cordia_classic.png,202,61.108291149139404
197\synth_197_leelawadee_bold.png,197,99.09592866897583
197\synth_197_leelawadee_modern.png,197,96.19601368904114
197\synth_197_tahoma_slant.png,197,92.26409196853638
197\synth_197_tahoma_std.png,197,97.1312940120697
199\synth_199_angsana_formal.png,210,49.139419198036194
199\synth_199_cordia_classic.png,199,63.83243799209595
199\synth_199_leelawadee_bold.png,210,85.36145687103271
199\synth_199_leelawadee_modern.png,210,91.97622537612915
199\synth_199_tahoma_slant.png,199,81.28299117088318
199\synth_199_tahoma_std.png,199,98.855721950531
200\synth_200_angsana_formal.png,200,99.98776912689209
200\synth_200_cordia_classic.png,200,95.85965871810913
200\synth_200_leelawadee_bold.png,200,97.88632988929749
200\synth_200_leelawadee_modern.png,200,85.5513334274292
200\synth_200_tahoma_slant.png,200,98.10951948165894
200\synth_200_tahoma_std.png,200,99.66303706169128
201\synth_201_angsana_formal.png,201,99.97919201850891
201\synth_201_cordia_classic.png,201,99.77889060974121
201\synth_201_leelawadee_bold.png,201,99.96461868286133
201\synth_201_leelawadee_modern.png,201,99.76922273635864
201\synth_201_tahoma_slant.png,201,99.29448962211609
201\synth_201_tahoma_std.png,201,99.98279809951782
202\synth_202_angsana_formal.png,202,99.70124959945679
202\synth_202_cordia_classic.png,202,99.97453093528748
202\synth_202_leelawadee_bold.png,202,99.954092502594
202\synth_202_leelawadee_modern.png,202,99.96044039726257
202\synth_202_tahoma_slant.png,202,99.96434450149536
202\synth_202_tahoma_std.png,202,99.9452292919159
203\synth_203_angsana_formal.png,203,99.65344667434692
203\synth_203_cordia_classic.png,203,99.66074228286743
203\synth_203_leelawadee_bold.png,203,99.44897890090942
203\synth_203_leelawadee_modern.png,203,99.98476505279541
203\synth_203_tahoma_slant.png,203,99.12733435630798
203\synth_203_tahoma_std.png,203,99.84708428382874
204\synth_204_angsana_formal.png,190,93.13800930976868
204\synth_204_cordia_classic.png,204,23.319880664348602
204\synth_204_leelawadee_bold.png,191,29.802387952804565
204\synth_204_leelawadee_modern.png,203,19.415846467018127
204\synth_204_tahoma_slant.png,204,97.92457818984985
204\synth_204_tahoma_std.png,204,88.87922763824463
205\synth_205_angsana_formal.png,205,99.67799782752991
205\synth_205_cordia_classic.png,205,96.90163731575012
205\synth_205_leelawadee_bold.png,242,21.24907076358795
205\synth_205_leelawadee_modern.png,205,95.23701667785645
205\synth_205_tahoma_slant.png,205,99.75582361221313
205\synth_205_tahoma_std.png,205,99.97838139533997
206\synth_206_angsana_formal.png,206,99.97839331626892
206\synth_206_cordia_classic.png,206,99.99442100524902
206\synth_206_leelawadee_bold.png,206,73.5467791557312
206\synth_206_leelawadee_modern.png,206,99.99697208404541
206\synth_206_tahoma_slant.png,206,99.9394178390503
206\synth_206_tahoma_std.png,206,99.97792840003967
207\synth_207_angsana_formal.png,207,99.99568462371826
207\synth_207_cordia_classic.png,207,99.92285966873169
207\synth_207_leelawadee_bold.png,207,99.99383687973022
207\synth_207_leelawadee_modern.png,207,99.9997615814209
207\synth_207_tahoma_slant.png,207,98.75405430793762
207\synth_207_tahoma_std.png,207,99.98542070388794
209\synth_209_angsana_formal.png,210,98.5541820526123
209\synth_209_cordia_classic.png,210,97.56927490234375
209\synth_209_leelawadee_bold.png,210,99.73180890083313
209\synth_209_leelawadee_modern.png,210,99.2490828037262
209\synth_209_tahoma_slant.png,210,97.95494675636292
209\synth_209_tahoma_std.png,210,93.23501586914062
210\synth_210_angsana_formal.png,210,99.99735355377197
210\synth_210_cordia_classic.png,210,99.97896552085876
210\synth_210_leelawadee_bold.png,210,99.91495609283447
210\synth_210_leelawadee_modern.png,210,99.9990701675415
210\synth_210_tahoma_slant.png,210,99.83080625534058
210\synth_210_tahoma_std.png,210,99.94025230407715
212\synth_212_angsana_formal.png,226,42.066073417663574
212\synth_212_cordia_classic.png,210,98.03199768066406
212\synth_212_leelawadee_bold.png,210,94.27903294563293
212\synth_212_leelawadee_modern.png,210,99.4407057762146
212\synth_212_tahoma_slant.png,210,98.73431921005249
212\synth_212_tahoma_std.png,210,85.44806241989136
213\synth_213_angsana_formal.png,210,91.58406853675842
213\synth_213_cordia_classic.png,210,99.86116290092468
213\synth_213_leelawadee_bold.png,210,99.61289763450623
213\synth_213_leelawadee_modern.png,210,99.78037476539612
213\synth_213_tahoma_slant.png,210,99.7499167919159
213\synth_213_tahoma_std.png,210,99.72752928733826
214\synth_214_angsana_formal.png,226,62.094706296920776
214\synth_214_cordia_classic.png,210,99.25429821014404
214\synth_214_leelawadee_bold.png,210,99.9449074268341
214\synth_214_leelawadee_modern.png,210,99.64591860771179
214\synth_214_tahoma_slant.png,210,97.71775603294373
214\synth_214_tahoma_std.png,210,80.23159503936768
215\synth_215_angsana_formal.png,226,34.074705839157104
215\synth_215_cordia_classic.png,210,99.97709393501282
215\synth_215_leelawadee_bold.png,210,99.90124702453613
215\synth_215_leelawadee_modern.png,210,99.8960018157959
215\synth_215_tahoma_slant.png,210,99.25200939178467
215\synth_215_tahoma_std.png,210,98.77091646194458
216\synth_216_angsana_formal.png,210,95.3796923160553
216\synth_216_cordia_classic.png,210,99.82515573501587
216\synth_216_leelawadee_bold.png,210,99.93107318878174
216\synth_216_leelawadee_modern.png,210,99.97792840003967
216\synth_216_tahoma_slant.png,210,99.71745014190674
216\synth_216_tahoma_std.png,210,99.87589120864868
217\synth_217_angsana_formal.png,210,99.15547966957092
217\synth_217_cordia_classic.png,210,99.80661273002625
217\synth_217_leelawadee_bold.png,210,99.9283492565155
217\synth_217_leelawadee_modern.png,210,99.74148869514465
217\synth_217_tahoma_slant.png,210,99.99322891235352
217\synth_217_tahoma_std.png,210,99.94319081306458
224\synth_224_angsana_formal.png,224,59.30874943733215
224\synth_224_cordia_classic.png,224,85.40284037590027
224\synth_224_leelawadee_bold.png,224,90.20062685012817
224\synth_224_leelawadee_modern.png,224,90.18555879592896
224\synth_224_tahoma_slant.png,224,92.7241563796997
224\synth_224_tahoma_std.png,224,99.65957999229431
225\synth_225_angsana_formal.png,225,21.20206207036972
225\synth_225_cordia_classic.png,225,98.3348548412323
225\synth_225_leelawadee_bold.png,225,95.1607346534729
225\synth_225_leelawadee_modern.png,225,88.81447315216064
225\synth_225_tahoma_slant.png,225,99.91111159324646
225\synth_225_tahoma_std.png,225,99.96732473373413
226\synth_226_angsana_formal.png,226,99.97641444206238
226\synth_226_cordia_classic.png,226,99.99808073043823
226\synth_226_leelawadee_bold.png,226,89.32828307151794
226\synth_226_leelawadee_modern.png,226,99.54830408096313
226\synth_226_tahoma_slant.png,226,52.487099170684814
226\synth_226_tahoma_std.png,226,93.0479645729065
227\synth_227_angsana_formal.png,227,99.87471103668213
227\synth_227_cordia_classic.png,227,99.00610446929932
227\synth_227_leelawadee_bold.png,227,99.81548190116882
227\synth_227_leelawadee_modern.png,227,99.85944628715515
227\synth_227_tahoma_slant.png,227,98.67161512374878
227\synth_227_tahoma_std.png,227,98.27643036842346
228\synth_228_angsana_formal.png,228,99.92653727531433
228\synth_228_cordia_classic.png,228,99.9227523803711
228\synth_228_leelawadee_bold.png,228,99.97261166572571
228\synth_228_leelawadee_modern.png,228,99.98762607574463
228\synth_228_tahoma_slant.png,228,99.86461997032166
228\synth_228_tahoma_std.png,228,99.98636245727539
229\synth_229_angsana_formal.png,210,99.92254972457886
229\synth_229_cordia_classic.png,210,99.99831914901733
229\synth_229_leelawadee_bold.png,210,99.83684420585632
229\synth_229_leelawadee_modern.png,210,99.97369647026062
229\synth_229_tahoma_slant.png,210,99.89984631538391
229\synth_229_tahoma_std.png,210,99.9224305152893
230\synth_230_angsana_formal.png,230,87.13058829307556
230\synth_230_cordia_classic.png,210,99.75947737693787
230\synth_230_leelawadee_bold.png,230,59.95282530784607
230\synth_230_leelawadee_modern.png,230,98.17678332328796
230\synth_230_tahoma_slant.png,230,97.67394065856934
230\synth_230_tahoma_std.png,230,99.96892213821411
231\synth_231_angsana_formal.png,210,61.41012907028198
231\synth_231_cordia_classic.png,210,99.95765089988708
231\synth_231_leelawadee_bold.png,210,99.97120499610901
231\synth_231_leelawadee_modern.png,210,99.91633892059326
231\synth_231_tahoma_slant.png,210,97.2318172454834
231\synth_231_tahoma_std.png,210,72.80858755111694
232\synth_232_angsana_formal.png,187,58.823174238204956
232\synth_232_cordia_classic.png,210,99.37945604324341
232\synth_232_leelawadee_bold.png,210,99.43211078643799
232\synth_232_leelawadee_modern.png,210,99.71777200698853
232\synth_232_tahoma_slant.png,210,97.63243794441223
232\synth_232_tahoma_std.png,210,98.53394627571106
233\synth_233_angsana_formal.png,210,99.70952272415161
233\synth_233_cordia_classic.png,210,99.8687207698822
233\synth_233_leelawadee_bold.png,210,99.96886253356934
233\synth_233_leelawadee_modern.png,210,99.984610080719
233\synth_233_tahoma_slant.png,210,98.6249327659607
233\synth_233_tahoma_std.png,210,99.89174604415894
234\synth_234_angsana_formal.png,210,99.946528673172
234\synth_234_cordia_classic.png,210,99.85699653625488
234\synth_234_leelawadee_bold.png,210,99.99086856842041
234\synth_234_leelawadee_modern.png,210,99.92616772651672
234\synth_234_tahoma_slant.png,210,99.62459802627563
234\synth_234_tahoma_std.png,210,99.77682828903198
236\synth_236_angsana_formal.png,210,96.855229139328
236\synth_236_cordia_classic.png,210,98.48175644874573
236\synth_236_leelawadee_bold.png,210,98.63481521606445
236\synth_236_leelawadee_modern.png,210,98.44436645507812
236\synth_236_tahoma_slant.png,210,99.46823716163635
236\synth_236_tahoma_std.png,210,96.44195437431335
240\synth_240_angsana_formal.png,240,92.27818846702576
240\synth_240_cordia_classic.png,240,99.23031330108643
240\synth_240_leelawadee_bold.png,240,99.60157871246338
240\synth_240_leelawadee_modern.png,240,99.99464750289917
240\synth_240_tahoma_slant.png,240,65.53809642791748
240\synth_240_tahoma_std.png,240,91.80762767791748
241\synth_241_angsana_formal.png,241,99.9672532081604
241\synth_241_cordia_classic.png,180,90.63024520874023
241\synth_241_leelawadee_bold.png,180,97.06645607948303
241\synth_241_leelawadee_modern.png,180,73.92824292182922
241\synth_241_tahoma_slant.png,180,84.08381938934326
241\synth_241_tahoma_std.png,180,96.69075012207031
242\synth_242_angsana_formal.png,242,99.99909400939941
242\synth_242_cordia_classic.png,242,94.62764263153076
242\synth_242_leelawadee_bold.png,242,96.67698740959167
242\synth_242_leelawadee_modern.png,242,99.86363053321838
242\synth_242_tahoma_slant.png,242,62.1975302696228
242\synth_242_tahoma_std.png,171,62.563854455947876
243\synth_243_angsana_formal.png,243,94.97366547584534
243\synth_243_cordia_classic.png,243,26.010605692863464
243\synth_243_leelawadee_bold.png,171,44.82581913471222
243\synth_243_leelawadee_modern.png,247,27.09999978542328
243\synth_243_tahoma_slant.png,171,11.247889697551727
243\synth_243_tahoma_std.png,181,23.620088398456573
244\synth_244_angsana_formal.png,244,99.99990463256836
244\synth_244_cordia_classic.png,244,70.35033106803894
244\synth_244_leelawadee_bold.png,244,76.26051902770996
244\synth_244_leelawadee_modern.png,244,99.8944342136383
244\synth_244_tahoma_slant.png,244,66.84158444404602
244\synth_244_tahoma_std.png,244,96.28784656524658
245\synth_245_angsana_formal.png,245,99.99744892120361
245\synth_245_cordia_classic.png,245,50.88532567024231
245\synth_245_leelawadee_bold.png,245,98.54670763015747
245\synth_245_leelawadee_modern.png,245,99.97491240501404
245\synth_245_tahoma_slant.png,245,95.08785605430603
245\synth_245_tahoma_std.png,245,97.40515947341919
246\synth_246_angsana_formal.png,246,99.99696016311646
246\synth_246_cordia_classic.png,246,99.98970031738281
246\synth_246_leelawadee_bold.png,246,99.56133365631104
246\synth_246_leelawadee_modern.png,246,99.9723494052887
246\synth_246_tahoma_slant.png,246,91.80529713630676
246\synth_246_tahoma_std.png,246,97.89450168609619
247\synth_247_angsana_formal.png,247,99.71885085105896
247\synth_247_cordia_classic.png,191,34.21342074871063
247\synth_247_leelawadee_bold.png,242,31.845000386238098
247\synth_247_leelawadee_modern.png,247,38.95379304885864
247\synth_247_tahoma_slant.png,171,84.26517844200134
247\synth_247_tahoma_std.png,171,59.63473916053772
248\synth_248_angsana_formal.png,248,99.93153810501099
248\synth_248_cordia_classic.png,248,63.35269808769226
248\synth_248_leelawadee_bold.png,231,32.85408020019531
248\synth_248_leelawadee_modern.png,248,79.47830557823181
248\synth_248_tahoma_slant.png,248,60.6387197971344
248\synth_248_tahoma_std.png,248,29.28088903427124
249\synth_249_angsana_formal.png,249,99.99990463256836
249\synth_249_cordia_classic.png,191,28.93405556678772
249\synth_249_leelawadee_bold.png,236,15.191052854061127
249\synth_249_leelawadee_modern.png,247,24.819201231002808
249\synth_249_tahoma_slant.png,247,21.928933262825012
249\synth_249_tahoma_std.png,247,24.161723256111145
